Posted On,BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Unnamed: 12,phone number,Floor Number,Total Floors
2022-06-16,1,15000,450,super area,dahisar east,mumbai,unfurnished,family,1,contact owner,,6360088226,2,4.0
2022-05-31,2,50000,820,carpet area,"raheja heights, bmc colony malad east",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,7,28.0
2022-05-31,2,60000,750,carpet area,"tridhaatu bhaveshwar vilas, central avenue road",mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,10,20.0
2022-07-07,1,23000,410,carpet area,"midas enclave chs , nandiadwala colony",mumbai,unfurnished,bachelors/family,1,contact agent,,6360088226,4,7.0
2022-05-02,1,14500,490,carpet area,ketki pada,mumbai,unfurnished,bachelors/family,2,contact owner,,6360088226,12,20.0
2022-06-30,2,40000,700,carpet area,collector colony,mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,11,15.0
2022-05-31,5,650000,3000,carpet area,khar west,mumbai,semi-furnished,bachelors/family,5,contact agent,,6360088226,8,10.0
2022-05-23,1,80000,560,carpet area,waterfield road,mumbai,furnished,bachelors/family,1,contact agent,,6360088226,1,7.0
2022-07-07,2,55000,650,carpet area,"white lily apartment, bhandup east",mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,8,18.0
2022-05-31,1,12000,520,super area,in mira road,mumbai,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-07-09,2,45000,850,carpet area,"eco residency, andheri east",mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,9,12.0
2022-07-09,2,90000,777,carpet area,"hiranandani castle rock, hiranandani gardens",mumbai,furnished,bachelors/family,2,contact agent,,6360088226,19,22.0
2022-07-06,2,43000,771,carpet area,"kalpataru crest, bhandup west",mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,15,37.0
2022-07-07,1,22000,400,carpet area,"midas enclave chs , nandiadwala colony",mumbai,unfurnished,bachelors/family,1,contact agent,,6360088226,3,7.0
2022-06-26,2,20000,600,carpet area,"marigold-5, beverly park",mumbai,furnished,family,2,contact agent,,6360088226,7,7.0
2022-07-04,1,26000,390,carpet area,"greenfields chs, andheri east",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,-1,7.0
2022-06-23,4,850000,3200,carpet area,breach candy,mumbai,furnished,bachelors/family,4,contact agent,,6360088226,2,4.0
2022-06-27,1,34999,450,carpet area,"hdil premier residences, kurla west",mumbai,furnished,bachelors/family,2,contact agent,,6360088226,5,12.0
2022-06-04,1,35000,500,super area,powai,mumbai,semi-furnished,bachelors/family,2,contact owner,,6360088226,7,23.0
2022-05-13,1,50000,410,carpet area,dadar east,mumbai,semi-furnished,bachelors/family,1,contact agent,,6360088226,6,12.0
2022-06-03,1,16000,160,carpet area,lal baug,mumbai,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-14,2,55000,750,carpet area,chandivali,mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,10,14.0
2022-06-02,1,39000,585,super area,"chanchal kalyan complex, yari road",mumbai,unfurnished,family,2,contact agent,,6360088226,3,7.0
2022-06-16,3,100000,1300,carpet area,"l&t emerald isle, powai",mumbai,semi-furnished,family,3,contact agent,,6360088226,12,24.0
2022-06-10,1,25000,350,carpet area,ghatla,mumbai,furnished,bachelors/family,1,contact owner,,6360088226,2,17.0
2022-05-05,1,25000,490,super area,kandivali east,mumbai,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,7.0
2022-07-06,2,49500,650,carpet area,juhu versova link road,mumbai,unfurnished,family,2,contact agent,,6360088226,5,16.0
2022-06-10,1,21000,225,carpet area,lower parel,mumbai,unfurnished,bachelors/family,1,contact owner,,6360088226,6,24.0
2022-06-20,2,110000,850,carpet area,pali hill,mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,5,13.0
2022-07-07,1,21000,385,super area,in santacruz east,mumbai,unfurnished,bachelors/family,1,contact owner,,6360088226,0,5.0
2022-07-09,2,46700,800,carpet area,"milap chs, seven bungalows",mumbai,unfurnished,family,2,contact agent,,6360088226,2,7.0
2022-06-22,4,400000,2500,carpet area,bandra west,mumbai,furnished,bachelors/family,4,contact agent,,6360088226,5,12.0
2022-05-14,4,280000,1526,carpet area,"lodha marquise, worli",mumbai,semi-furnished,bachelors/family,5,contact agent,,6360088226,76,78.0
2022-05-27,1,18000,300,super area,kurla west,mumbai,unfurnished,bachelors/family,1,contact owner,,6360088226,3,10.0
2022-07-06,3,80000,1800,super area,"sabari palm view, chembur",mumbai,semi-furnished,bachelors/family,3,contact agent,,6360088226,10,13.0
2022-06-28,2,88000,800,carpet area,"kanakia paris, bandra kurla complex",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,5,20.0
2022-05-17,3,90000,890,carpet area,"oberoi splendor, jvlr-jogeshwari vikhroli link road",mumbai,furnished,family,2,contact agent,,6360088226,20,27.0
2022-05-18,2,38000,700,carpet area,"sky villa, gokuldham",mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,14,23.0
2022-07-07,1,20000,465,super area,in borivali east,mumbai,semi-furnished,bachelors,1,contact owner,,6360088226,3,4.0
2022-06-20,2,140000,900,carpet area,"marathon next gen era, lower parel",mumbai,furnished,family,2,contact agent,,6360088226,8,36.0
2022-05-17,3,78000,1073,carpet area,"raheja ridgewood, goregaon east",mumbai,semi-furnished,bachelors/family,3,contact agent,,6360088226,8,20.0
2022-05-23,1,21000,450,super area,chembur,mumbai,unfurnished,bachelors/family,1,contact owner,,6360088226,4,7.0
2022-06-27,3,95000,1350,carpet area,"rajesh raj classic, yari road",mumbai,furnished,bachelors/family,3,contact agent,,6360088226,8,16.0
2022-06-30,2,90000,800,carpet area,"band stand, bandra band stand",mumbai,furnished,bachelors/family,2,contact agent,,6360088226,5,8.0
2022-06-04,2,34000,600,carpet area,"shiv dham apartment, goregaon east",mumbai,unfurnished,bachelors,2,contact agent,,6360088226,4,7.0
2022-06-30,2,55000,650,carpet area,sion trombay road,mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,5,15.0
2022-05-18,2,52000,550,carpet area,dadar east,mumbai,furnished,bachelors,2,contact agent,,6360088226,3,3.0
2022-06-20,1,74999,840,carpet area,"celestia spaces, balkrishna dadu karade chowk",mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,8,17.0
2022-05-18,3,75000,1121,carpet area,"db woods, gokuldham",mumbai,furnished,bachelors/family,2,contact agent,,6360088226,30,45.0
2022-05-26,2,45000,650,carpet area,"swastik pride, chembur east",mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,2,12.0
2022-06-16,1,22000,575,super area,kanjurmarg east,mumbai,unfurnished,bachelors/family,1,contact owner,,6360088226,14,14.0
2022-05-27,1,32000,475,super area,andheri east,mumbai,furnished,bachelors/family,1,contact owner,,6360088226,3,4.0
2022-06-22,2,34000,830,carpet area,"indraprastha chs, bhayandar east",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,9,21.0
2022-05-19,3,170000,1337,carpet area,"oberoi splendor grande, agarkar chowk",mumbai,semi-furnished,bachelors/family,3,contact agent,,6360088226,28,30.0
2022-05-13,1,23000,420,carpet area,"spring leaf, lokhandwala twp",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,5,7.0
2022-06-21,1,20000,310,carpet area,malad west,mumbai,unfurnished,bachelors,1,contact agent,,6360088226,0,7.0
2022-07-04,3,350000,1800,carpet area,khar west,mumbai,furnished,family,4,contact agent,,6360088226,2,12.0
2022-07-06,3,90000,967,carpet area,"romell aether, goregaon east",mumbai,furnished,bachelors/family,3,contact agent,,6360088226,14,33.0
2022-06-30,1,55000,505,carpet area,"godrej the trees, vikhroli east",mumbai,semi-furnished,bachelors/family,1,contact agent,,6360088226,4,12.0
2022-06-23,1,15000,275,super area,borivali east,mumbai,unfurnished,bachelors/family,1,contact owner,,6360088226,3,7.0
2022-07-07,2,22000,640,carpet area,mahajan wadi,mumbai,semi-furnished,family,2,contact agent,,6360088226,21,21.0
2022-06-13,3,60000,1500,carpet area,film city,mumbai,semi-furnished,bachelors/family,3,contact agent,,6360088226,10,23.0
2022-06-13,2,49000,850,carpet area,"lakshchandi height, goregaon east",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,10,23.0
2022-05-20,2,34000,900,carpet area,"challenger tower, thakur village, kandivali east",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,12,25.0
2022-05-18,1,24000,430,carpet area,"bhoomi elegant, thakur complex",mumbai,furnished,bachelors/family,2,contact agent,,6360088226,6,7.0
2022-07-07,4,270000,1649,carpet area,"adani western heights, andheri west",mumbai,semi-furnished,family,3,contact agent,,6360088226,18,29.0
2022-05-11,3,69000,1100,carpet area,chandivali,mumbai,unfurnished,bachelors/family,3,contact agent,,6360088226,12,24.0
2022-07-09,3,120000,1200,carpet area,worli,mumbai,semi-furnished,bachelors/family,3,contact agent,,6360088226,14,35.0
2022-06-17,2,32000,680,carpet area,"galassia, kandarpada",mumbai,unfurnished,family,2,contact agent,,6360088226,5,20.0
2022-05-25,2,24000,600,carpet area,charkop,mumbai,semi-furnished,bachelors,2,contact owner,,6360088226,5,7.0
2022-06-07,4,100000,1560,carpet area,"diamond garden, chembur",mumbai,unfurnished,bachelors/family,4,contact agent,,6360088226,12,19.0
2022-05-27,5,600000,4500,carpet area,bandra west,mumbai,furnished,bachelors,5,contact agent,,6360088226,7,20.0
2022-07-06,2,45000,771,carpet area,"kalpataru crest, bhandup west",mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,20,37.0
2022-07-09,2,80000,800,carpet area,"hiranandani castle rock, powai",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,7,22.0
2022-06-27,2,37000,800,super area,"mayuresh srishti, bhandup west",mumbai,semi-furnished,bachelors,2,contact agent,,6360088226,5,14.0
2022-06-16,3,210000,1425,carpet area,"the primordial house, kemps corner",mumbai,furnished,bachelors,4,contact agent,,6360088226,9,35.0
2022-06-27,4,190000,1750,carpet area,"godrej the trees, pirojshah nagar",mumbai,semi-furnished,bachelors/family,4,contact agent,,6360088226,5,17.0
2022-05-27,1,25000,475,carpet area,ghatkopar east,mumbai,unfurnished,bachelors,2,contact agent,,6360088226,11,15.0
2022-07-09,4,210000,2000,carpet area,vikhroli,mumbai,unfurnished,bachelors,5,contact agent,,6360088226,27,27.0
2022-06-04,3,200000,1375,carpet area,"raheja imperia, worli",mumbai,semi-furnished,family,3,contact agent,,6360088226,15,60.0
2022-06-29,5,310000,2800,carpet area,"midcity shikhar, andheri west",mumbai,semi-furnished,bachelors/family,5,contact agent,,6360088226,19,33.0
2022-05-18,1,26000,650,super area,srinagarchs chembur west near sankralyammandir,mumbai,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-06-01,2,27000,600,carpet area,"royal palms, goregaon east",mumbai,unfurnished,bachelors,2,contact agent,,6360088226,18,20.0
2022-04-29,1,26000,649,super area,"uttam society, chembur",mumbai,unfurnished,bachelors/family,1,contact owner,,6360088226,3,3.0
2022-06-29,2,60000,950,carpet area,"green woods chkala, andheri east",mumbai,furnished,bachelors,2,contact agent,,6360088226,2,8.0
2022-06-02,1,12000,225,carpet area,ashok van,mumbai,unfurnished,family,1,contact owner,,6360088226,7,7.0
2022-06-22,2,180000,1000,carpet area,malabar hill,mumbai,furnished,bachelors/family,2,contact agent,,6360088226,6,10.0
2022-07-09,1,30000,330,carpet area,malad east,mumbai,furnished,family,1,contact agent,,6360088226,13,40.0
2022-06-25,3,100000,1200,carpet area,khar west,mumbai,furnished,bachelors/family,3,contact agent,,6360088226,8,14.0
2022-06-23,3,140000,1270,carpet area,"lodha azzuro , parel",mumbai,semi-furnished,bachelors,3,contact agent,,6360088226,15,60.0
2022-05-17,3,70000,920,carpet area,"safal twins, chembur",mumbai,unfurnished,bachelors/family,3,contact agent,,6360088226,14,21.0
2022-05-26,2,20000,630,carpet area,"sk imperial heights, mira road east",mumbai,unfurnished,family,2,contact agent,,6360088226,4,22.0
2022-05-28,2,22000,670,carpet area,"prathamesh heritage, beverly park",mumbai,furnished,family,2,contact agent,,6360088226,4,12.0
2022-06-04,1,32000,450,super area,andheri west,mumbai,furnished,bachelors/family,1,contact owner,,6360088226,1,5.0
2022-04-28,1,20000,265,super area,mazgaon,mumbai,unfurnished,bachelors/family,1,contact owner,,6360088226,6,7.0
2022-07-06,2,50000,600,carpet area,"k raheja maple leaf, powai",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,9,11.0
2022-07-04,2,29000,670,carpet area,amar nagar,mumbai,unfurnished,family,2,contact owner,,6360088226,7,7.0
2022-07-06,2,45000,650,carpet area,chandivali,mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,10,18.0
2022-06-02,1,6500,422,carpet area,nalasopara west,mumbai,semi-furnished,family,2,contact agent,,6360088226,9,15.0
2022-06-12,2,55000,955,carpet area,"mj shah centrio, chembur",mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,8,22.0
2022-06-27,3,69999,1100,carpet area,kurla,mumbai,furnished,bachelors/family,3,contact agent,,6360088226,6,13.0
2022-05-08,1,18500,300,carpet area,jl tambe nagar,mumbai,unfurnished,bachelors,1,contact owner,,6360088226,3,4.0
2022-06-30,2,50000,900,carpet area,"dheeraj valley tower, goregaon east",mumbai,semi-furnished,bachelors/family,2,contact owner,,6360088226,5,17.0
2022-06-28,2,45000,785,carpet area,chakala,mumbai,unfurnished,bachelors,2,contact agent,,6360088226,2,7.0
2022-06-03,3,85000,1350,carpet area,"hdil metropolis, 4 bunglows",mumbai,furnished,family,3,contact agent,,6360088226,20,31.0
2022-06-06,2,85000,900,carpet area,"ruparel ariana, parel",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,27,45.0
2022-06-27,1,25000,400,carpet area,worli,mumbai,unfurnished,bachelors,1,contact agent,,6360088226,18,23.0
2022-05-27,2,75000,800,carpet area,"sethia grandeur, bandra east",mumbai,semi-furnished,bachelors,3,contact agent,,6360088226,19,20.0
2022-07-09,2,190000,895,carpet area,"indiabulls blu, worli",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,32,46.0
2022-06-27,1,20000,625,super area,dahisar east,mumbai,semi-furnished,bachelors/family,1,contact owner,,6360088226,10,12.0
2022-06-23,2,30000,720,carpet area,"samarth garden, bhandup west",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,5,14.0
2022-07-04,2,75000,750,carpet area,"utkarsh chs, prabhadevi",mumbai,furnished,bachelors/family,2,contact agent,,6360088226,4,13.0
2022-06-08,3,350000,1663,carpet area,"indiabulls blu, worli naka acharaya atre chowk",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,19,85.0
2022-07-06,2,70000,660,carpet area,azad nagar colaba,mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,0,6.0
2022-06-30,2,32000,700,carpet area,"mukta mahek, thakur complex",mumbai,furnished,bachelors/family,2,contact agent,,6360088226,0,7.0
2022-06-23,1,22000,377,super area,"srishti elegance, bhandup west",mumbai,unfurnished,bachelors/family,2,contact owner,,6360088226,3,23.0
2022-06-04,2,35000,650,carpet area,thakur complex,mumbai,semi-furnished,family,2,contact agent,,6360088226,5,6.0
2022-05-31,2,47000,650,carpet area,"117 residency, chembur east",mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,5,7.0
2022-07-09,4,400000,2080,carpet area,"indiabulls blu, worli",mumbai,semi-furnished,bachelors/family,5,contact agent,,6360088226,34,46.0
2022-06-08,2,31000,700,super area,"sai aasha daya, mulund east",mumbai,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,8.0
2022-05-12,1,60000,430,carpet area,bandra west,mumbai,furnished,bachelors/family,1,contact agent,,6360088226,1,7.0
2022-06-16,2,58000,650,carpet area,"l&t emerald isle, powai",mumbai,unfurnished,family,2,contact agent,,6360088226,15,24.0
2022-06-14,3,85000,890,carpet area,"oberoi splendor, jvlr-jogeshwari vikhroli link road",mumbai,furnished,bachelors/family,2,contact agent,,6360088226,4,27.0
2022-07-09,2,45000,965,super area,bhakti park,mumbai,unfurnished,bachelors/family,2,contact agent,,6360088226,19,27.0
2022-07-02,1,7500,630,super area,"sumit greendale, chikhal dongari",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,3,12.0
2022-05-14,4,250000,2100,carpet area,"bombay dyeing two icc, dadar east",mumbai,semi-furnished,bachelors/family,4,contact agent,,6360088226,35,60.0
2022-07-09,3,150000,1100,carpet area,"badrinath tower, amit nagar",mumbai,furnished,family,3,contact agent,,6360088226,9,16.0
2022-06-29,2,80000,730,carpet area,perry rd,mumbai,semi-furnished,bachelors/family,2,contact owner,,6360088226,4,6.0
2022-05-18,3,75000,1380,carpet area,"thakur jewel, thakur village, kandivali east",mumbai,semi-furnished,bachelors/family,3,contact agent,,6360088226,9,22.0
2022-06-17,3,66000,1100,carpet area,"shapoorji pallonji vicinia, chandivali",mumbai,semi-furnished,bachelors/family,3,contact agent,,6360088226,17,22.0
2022-07-09,1,45000,450,carpet area,mahim west,mumbai,semi-furnished,bachelors,1,contact agent,,6360088226,5,7.0
2022-07-04,1,22000,500,super area,"madhugiri society, chembur",mumbai,unfurnished,bachelors/family,1,contact owner,,6360088226,3,4.0
2022-07-09,3,65000,1100,carpet area,"raheja heights, malad east",mumbai,semi-furnished,bachelors,3,contact agent,,6360088226,9,20.0
2022-05-25,3,55000,868,carpet area,"orchid suburbia, bander pakhadi",mumbai,unfurnished,family,3,contact agent,,6360088226,9,21.0
2022-06-18,2,55000,750,carpet area,"omkar meridia, bandra kurla complex",mumbai,semi-furnished,bachelors/family,2,contact agent,,6360088226,6,15.0
2022-04-28,1,36000,540,super area,in mahim west,mumbai,unfurnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-06-16,4,230000,2100,carpet area,"hiranandani gardens odyssey i, hiranandani gardens",mumbai,furnished,family,5,contact agent,,6360088226,21,33.0
2022-07-06,1,22000,450,carpet area,charkop sector 6,mumbai,semi-furnished,family,2,contact agent,,6360088226,4,7.0
2022-05-31,3,170000,1600,carpet area,"crescent bay callisto, parel",mumbai,semi-furnished,family,4,contact agent,,6360088226,25,52.0
